Age,Ratings,MultipleDeliveries,RoadTrafficDensity,TimeTaken,Distance
24,4.8,1,Medium ,32,19.7623822554444
26,4.6,1,Jam ,18,17.077821017409526
23,4.9,1,Jam ,28,4.560890657664831
39,4.2,2,Jam ,36,13.588908817572149
37,4.0,1,Low ,33,9.313021564284009
25,4.6,1,Low ,18,13.406350345877184
27,5.0,1,Medium ,39,12.293502674594883
36,4.1,1,Low ,39,12.160999124147043
27,4.4,1,Jam ,33,13.971948960177455
39,4.6,1,Low ,43,17.077949437153418
31,4.2,1,Jam ,53,10.8810778491577
29,4.9,1,Jam ,16,20.17903332446042
26,4.7,1,Low ,29,12.2918419451355
30,4.7,1,Jam ,27,9.055860194603952
31,4.4,1,Low ,35,20.18090860141304
34,4.7,1,Jam ,31,4.6741814857537
20,5.0,1,Medium ,25,20.887815554876337
27,4.7,1,Jam ,29,11.916679299181896
25,4.8,1,Medium ,25,7.660678233356875
21,4.7,1,Jam ,25,4.658182487603051
33,4.5,1,Low ,18,13.612393203035108
20,4.8,1,Jam ,28,17.13807458850766
33,4.3,1,Jam ,35,10.279728367987447
33,4.7,1,Jam ,41,17.076790574938283
34,4.8,1,Jam ,27,9.05552527622818
37,4.6,1,Jam ,33,4.610027010743977
39,4.7,1,Jam ,25,19.91735935276463
31,4.7,1,Medium ,29,8.790140670498467
32,4.6,1,Low ,18,13.429469386258296
25,4.3,1,Medium ,38,13.972141329029723
21,4.6,1,Jam ,21,7.763183552171241
28,4.9,1,Low ,18,9.1828821691044
34,4.3,1,Medium ,33,10.755502959609183
38,4.1,2,Jam ,37,9.0566729849017
22,4.7,1,Low ,14,4.674324005770218
34,4.7,1,Jam ,25,20.253101372645908
20,4.8,1,Low ,22,12.073616371291626
39,4.7,1,Low ,29,20.18090860141304
38,4.8,1,Jam ,37,9.220865974524658
27,4.8,1,Jam ,17,16.65997405516836
35,4.6,1,Low ,21,20.1806351140524
36,4.9,1,Jam ,32,7.44893737981069
38,4.8,1,Medium ,30,10.58695309623452
33,4.2,1,Jam ,54,10.7046722336431
37,4.7,1,Medium ,36,19.761880409331493
35,4.8,1,Medium ,24,19.363429481863285
24,4.8,1,Medium ,24,4.588898781132641
22,4.9,1,Medium ,28,10.707286388225883
33,4.8,1,Jam ,29,14.022253081305234
38,4.6,1,Medium ,16,9.074647672506991
22,4.7,1,Low ,21,12.237167878346112
30,4.4,1,Jam ,38,12.20991796445804
21,4.8,2,Medium ,42,16.412254068459056
36,4.2,1,Jam ,35,4.656788095287276
24,4.7,1,Low ,11,12.1168861864509
35,4.9,1,Jam ,27,4.544215519320998
25,5.0,1,Jam ,29,9.178605956930877
38,4.5,1,Low ,18,10.587732953866992
34,4.4,1,Jam ,32,19.36254180416025
24,4.6,1,Jam ,31,16.63522337695842
35,4.8,1,Low ,28,10.880951366915294
22,4.6,1,Low ,29,11.916757258712073
35,4.9,1,Low ,19,16.825383404914984
33,4.7,1,Jam ,26,17.07661742735352
23,4.9,1,Medium ,30,16.852241972540526
23,4.7,1,Jam ,38,16.7878205143513
32,4.9,1,Low ,24,10.86735290911104
26,4.8,1,Jam ,37,13.829273672274429
39,4.3,2,Jam ,47,12.099896960400065
38,4.6,1,Low ,26,17.098467518614925
27,4.8,1,Low ,28,12.463937408896818
35,4.6,1,Medium ,27,19.61757374429141
32,4.7,1,Low ,27,13.407238587772753
38,4.4,1,Low ,28,9.07483668317614
20,4.8,1,Low ,19,4.610390241773466
28,5.0,3,Jam ,49,13.409462339368964
35,4.0,2,Jam ,50,10.427367606264818
35,4.7,1,Low ,28,10.711191521710754
20,4.6,1,Medium ,24,4.405707968116461
38,4.8,1,Low ,17,13.611283046084438
29,4.9,1,Medium ,29,13.480986278901977
28,5.0,1,Low ,15,10.602497166269396
39,4.7,1,Jam ,28,13.788480752556314
21,4.6,1,Jam ,25,4.674173521356697
29,4.0,1,Low ,21,9.121425982313314
26,4.0,1,Jam ,36,14.021840170739395
22,4.9,1,Medium ,29,10.602450943105586
31,4.6,1,Jam ,25,7.659687719269464
28,4.9,1,Jam ,22,9.327285157807166
20,4.9,1,Jam ,22,7.564859910595414
35,4.1,1,Jam ,44,13.215481259790238
37,5.0,1,Jam ,28,10.590448390814515
33,4.7,1,Low ,25,4.560890657664831
39,4.9,1,Low ,25,10.427208660319728
26,5.0,1,Jam ,39,12.161642370258438
39,4.3,1,Jam ,37,7.660205777377653
21,4.9,1,Jam ,19,12.436148455750484
25,4.6,1,Jam ,27,9.192770952367509
24,4.9,2,Jam ,36,20.067547605076044
25,4.4,1,Medium ,37,10.565032566335123
29,4.8,2,Jam ,43,20.178298581521105
37,4.5,1,Jam ,35,17.078029070071455
26,5.0,1,Jam ,18,4.537860441809634
29,5.0,1,Medium ,34,20.17903332446042
25,4.8,1,Jam ,26,4.537400480002839
31,4.0,1,Medium ,48,17.07799910034289
27,4.9,1,Jam ,29,7.648080628262615
37,4.4,2,Jam ,44,10.88065184832894
28,4.3,1,Low ,25,4.588321086741212
25,4.1,1,Medium ,36,16.721976049018803
22,4.3,1,Jam ,42,10.70930883349946
31,4.8,1,Low ,22,19.9161946563934
27,4.8,1,Low ,23,19.36256167934696
38,4.9,1,Jam ,51,13.68105695896058
27,4.9,1,Jam ,26,12.079324698150735
38,4.8,1,Low ,38,13.82913165643254
32,4.4,1,Jam ,33,9.081104365935484
21,4.6,1,Medium ,21,7.660692882999009
26,4.9,1,Medium ,37,17.076725433787455
26,4.9,1,Medium ,24,4.537905322815778
39,4.8,1,Jam ,47,13.990019508254212
35,4.8,1,Medium ,18,7.573523734959877
20,4.6,1,Low ,20,20.181059137189024
39,4.0,1,Jam ,32,7.803221930981094
22,4.9,1,Jam ,34,16.98219029482164
37,4.5,1,Jam ,36,12.293290452974947
34,4.7,1,Low ,15,12.420599246629008
31,4.9,1,Jam ,33,4.657651548552658
33,4.7,1,Low ,21,10.880650831145878
21,4.8,1,Low ,17,10.707006464212444
24,4.8,1,Jam ,20,13.768718508559193
38,4.9,2,Jam ,41,10.868667520771211
23,4.6,1,Jam ,22,19.660674820505182
33,4.8,1,Low ,26,11.916606438979285
38,4.8,1,Jam ,25,10.906553214752844
23,4.6,1,Jam ,14,9.176379825671578
22,4.7,1,Low ,23,4.469352052796287
20,4.8,1,Medium ,28,12.23679066271654
21,4.7,1,Jam ,23,12.4350051146872
36,4.5,1,Jam ,41,13.7627543622447
35,4.9,1,Medium ,43,10.924204662365264
29,4.7,1,Low ,20,10.7566978789543
20,5.0,1,Jam ,26,17.076712975317122
32,4.4,2,Jam ,38,19.760798006951774
37,4.5,1,Jam ,48,17.09806123870182
25,4.6,1,Medium ,18,19.91468854185064
22,4.9,2,Jam ,46,16.635770753510904
30,4.1,1,Low ,30,7.76077562108664
37,4.3,1,Medium ,35,13.902692073532712
33,4.1,1,Low ,39,19.61592696449845
30,4.6,1,Medium ,18,7.547357671521971
27,4.7,1,Jam ,29,7.762600239937479
26,4.8,1,Jam ,25,13.405500819598236
38,4.2,1,Jam ,41,17.137879924136854
37,4.7,2,Jam ,45,12.420750390816051
39,4.1,1,Jam ,54,19.363385329843663
35,4.8,2,Jam ,48,16.368443538410133
34,4.7,2,Medium ,37,9.32665135129682
24,4.4,1,Jam ,43,12.464189804888846
28,4.8,1,Jam ,26,10.565179206386611
39,4.9,1,Low ,29,4.540628531479815
39,4.8,1,Jam ,30,7.601027931194634
20,4.5,1,Jam ,25,7.562267472355833
38,4.0,1,Jam ,32,7.772252870864324
29,4.6,1,Medium ,18,16.601276790197442
32,4.1,1,Jam ,34,4.561269431908149
29,4.5,1,Jam ,29,8.938097379272214
21,4.8,1,Jam ,30,9.122105539321025
35,4.5,1,Jam ,27,13.766855008642874
38,4.8,1,Medium ,17,9.220449826023746
21,4.7,1,Jam ,40,16.601240146491758
30,4.8,1,Jam ,47,13.97320677286867
31,4.7,1,Jam ,29,4.632377978314665
25,4.3,1,Low ,28,4.67431876124945
30,4.4,1,Medium ,31,17.09799693975272
31,4.0,1,Jam ,37,16.787724706989447
31,4.9,1,Jam ,30,10.905993510326638
24,4.6,1,Jam ,35,10.807103208642788
25,4.8,1,Jam ,28,16.60140833433781
26,4.8,1,Medium ,21,9.060226100345478
32,4.1,2,Jam ,46,12.11690566991353
38,4.3,1,Jam ,31,7.790158927353353
34,4.2,2,Jam ,36,13.612393203035108
32,4.6,1,Medium ,27,9.177805334975702
28,4.5,1,Medium ,30,12.074224380197236
20,4.9,1,Jam ,38,10.587131069192878
37,4.8,1,Medium ,27,12.072385194251314
32,4.7,1,Jam ,41,12.077924313258308
22,4.7,1,Low ,27,13.971950882772814
39,4.2,1,Jam ,31,8.952800909176597
35,4.8,1,Low ,24,16.825674553529993
28,4.6,1,Jam ,28,9.157688903034936
28,5.0,1,Low ,12,9.17748463669741
35,4.7,1,Jam ,46,16.983797008186464
24,4.2,2,Jam ,39,13.788282220386508
35,4.7,2,Medium ,46,14.02229828219938
36,4.5,1,Jam ,30,7.490199554563613
35,4.7,1,Jam ,53,10.565032566335123
35,4.3,2,Jam ,45,16.3859806352546
36,5.0,1,Jam ,30,17.078706390698844
25,4.7,1,Jam ,29,4.537940845973839
27,4.7,1,Low ,10,7.601616770989604
31,4.6,1,Jam ,51,10.486117701657172
31,4.8,1,Jam ,26,9.315035594391093
21,4.5,1,Jam ,38,20.206260324349174
31,4.6,1,Low ,25,10.867138302361695
33,5.0,1,Jam ,54,20.253459166641417
29,4.9,1,Medium ,35,10.724960763285765
25,4.8,1,Jam ,44,16.852118690721092
28,4.7,1,Low ,19,10.711185800828456
37,5.0,1,Jam ,53,10.906414500212698
23,4.9,1,Medium ,39,13.76219700267536
35,4.6,1,Jam ,42,17.072690000300856
35,4.3,1,Jam ,36,16.659440578995092
28,4.6,1,Jam ,29,10.907140151394382
39,4.1,1,Jam ,38,12.2569277457748
31,4.7,1,Low ,18,7.660348488994992
37,4.6,1,Medium ,20,12.161131350457415
25,4.9,1,Low ,12,13.615833458945833
22,5.0,1,Jam ,35,9.31486268721368
23,4.8,1,Jam ,21,16.600954249573757
33,4.5,1,Jam ,53,19.91627489997452
24,4.8,1,Jam ,23,7.763197144629936
36,4.5,1,Jam ,29,7.762394297195297
29,4.4,1,Jam ,31,13.97317756175675
23,4.7,1,Low ,23,12.254988310819368
24,4.7,1,Low ,20,10.905993510326638
30,4.1,2,Jam ,38,19.36254180416025
29,4.9,1,Jam ,27,20.07079010582296
23,4.7,1,Jam ,23,12.464390099249783
32,4.3,1,Jam ,38,16.853347148168254
23,4.9,1,Jam ,26,8.937880155758103
31,4.0,1,Jam ,40,17.0970739430334
39,4.1,1,Medium ,34,7.772282028979473
23,4.7,1,Medium ,31,20.20622646860332
25,4.6,1,Medium ,35,13.68251629861621
30,4.2,2,Jam ,37,19.619011976038017
39,4.1,2,Medium ,39,16.84990409554858
32,4.7,1,Medium ,16,7.546712474382467
20,4.6,1,Low ,23,13.40588385140084
34,4.7,2,Jam ,44,13.39270807486247
22,4.7,1,Low ,18,10.880935438239543
37,4.2,1,Jam ,32,9.313017158582811
35,4.7,1,Medium ,30,12.09935457437732
23,4.9,1,Jam ,24,12.420724093676624
33,4.1,1,Jam ,38,10.642283429594023
33,4.0,1,Low ,43,12.436148455750484
27,4.6,1,Medium ,22,16.824549100320183
35,4.9,1,Medium ,38,9.348448896514574
26,4.1,1,Jam ,39,12.162418131472007
23,4.8,1,Jam ,34,4.561152341233
35,4.8,1,Low ,28,9.36393530925705
32,4.9,1,Medium ,30,20.96888932864044
38,4.5,2,Jam ,38,13.39270807486247
29,4.2,1,Jam ,32,7.448379824379684
35,4.9,1,Low ,28,19.688413407656554
26,4.8,1,Jam ,12,7.325363199099116
22,4.9,1,Jam ,21,4.610027010743977
35,4.7,1,Medium ,40,12.463941144087295
20,4.1,1,Jam ,40,20.852465948147685
33,3.9,1,Jam ,42,19.04282155618219
37,4.4,1,Jam ,34,10.723264171926836
28,4.9,1,Medium ,20,7.683253856510185
26,4.7,1,Low ,23,20.20622646860332
31,4.0,1,Low ,30,4.590769055182659
21,4.2,1,Medium ,35,20.1806351140524
26,4.9,1,Jam ,38,16.385730104323
20,4.6,1,Jam ,23,12.435597855484014
25,4.6,1,Jam ,27,8.953499778882184
21,4.7,1,Jam ,24,8.790164555312979
31,5.0,1,Jam ,27,4.674333015920286
34,4.5,1,Low ,25,10.866360907286529
29,4.6,1,Jam ,13,7.683253856510185
32,3.9,2,Jam ,43,16.1510824722722
38,4.8,1,Jam ,45,10.586817607364964
28,4.7,1,Medium ,25,13.971948960177455
27,4.5,2,Jam ,38,12.293508819309338
22,4.0,1,Jam ,32,12.292622739054869
37,4.7,1,Low ,23,13.613850325912344
21,4.8,1,Jam ,29,13.612154686315488
23,4.9,1,Medium ,27,4.631781459732423
32,4.6,1,Low ,27,8.988078688995305
20,4.8,1,Low ,16,20.20634489511086
38,4.3,1,Jam ,31,7.4470610745009935
27,4.0,1,Medium ,31,17.13751702265433
35,4.8,1,Jam ,36,7.562069972371811
35,4.8,1,Low ,27,7.761726486713394
24,4.1,1,Low ,27,9.315035594391093
34,4.7,1,Jam ,30,9.175565156789396
39,4.5,1,Jam ,26,9.192496429633048
33,4.8,2,Medium ,36,4.528225009495264
26,4.5,1,Jam ,20,7.550511557976224
37,4.0,1,Jam ,42,16.60143304770981
28,4.9,1,Jam ,34,12.257490517329892
34,4.2,1,Jam ,31,12.07437756232266
30,4.3,1,Jam ,35,12.352576040588678
21,4.9,1,Jam ,14,9.326113871164573
20,4.5,1,Jam ,28,20.286882109914103
32,5.0,1,Jam ,43,7.4470610745009935
24,4.8,1,Jam ,28,7.6009839537905
37,4.7,1,Low ,29,13.183763612580556
28,4.5,1,Jam ,27,9.07468416416867
34,4.6,1,Jam ,33,7.5734701251534435
35,4.8,1,Jam ,39,20.206315811413685
34,4.2,2,Jam ,36,10.90641269707692
25,4.6,1,Low ,18,7.762556904465335
24,4.9,1,Jam ,21,19.65875217169947
31,4.6,1,Low ,25,10.704238934487412
32,4.1,1,Jam ,37,12.464266687795742
27,5.0,1,Medium ,26,19.67143272574701
33,4.5,1,Medium ,26,10.724651568209207
28,5.0,1,Low ,26,12.464189804888846
36,4.7,1,Jam ,29,7.648947508016062
31,4.1,1,Jam ,38,12.079324698150735
39,4.6,1,Low ,27,10.868262820078328
30,4.7,1,Jam ,37,16.635770753510904
35,4.6,1,Jam ,29,13.615833458945833
34,4.8,1,Jam ,34,9.348433430142975
34,4.6,1,Jam ,49,16.7221183754483
30,4.2,1,Jam ,34,9.121794088666626
21,4.9,1,Jam ,35,10.485867717256722
39,5.0,1,Jam ,34,9.316091864572837
30,4.6,1,Medium ,29,8.928939271757889
31,4.6,1,Low ,26,10.75753630242784
37,4.3,1,Jam ,38,10.756955716549797
39,4.8,1,Jam ,44,10.711185800828456
22,4.8,1,Medium ,24,12.11689584822613
30,4.5,1,Low ,31,13.97372748680413
29,4.3,1,Jam ,33,12.23903552698296
20,4.7,1,Jam ,33,7.683355299177809
20,4.8,1,Low ,20,14.021812012877175
37,4.7,1,Low ,20,17.07503549047646
27,4.5,1,Jam ,15,20.252967850092983
21,4.7,1,Medium ,31,17.078029070071455
23,4.1,1,Jam ,32,12.117036431967309
34,4.9,1,Medium ,22,10.602164852120238
34,4.5,1,Low ,29,9.193373039197326
26,4.2,1,Jam ,31,13.97376091941449
25,4.2,1,Jam ,43,16.82215560890587
32,4.7,1,Low ,27,19.915971082585223
23,4.5,1,Jam ,36,11.983624793117857
29,4.8,1,Low ,16,10.594379693678055
38,4.5,1,Low ,25,12.35068568684992
30,4.9,1,Jam ,38,4.610430682960311
34,4.6,2,Jam ,39,13.828140500219924
38,4.6,1,Medium ,15,9.08796550099215
23,4.5,1,Jam ,21,7.772809995163894
24,4.9,1,Medium ,39,14.022321513120543
35,4.7,1,Jam ,36,11.917100051784722
32,4.6,1,Jam ,36,9.081862276867971
38,4.4,1,Medium ,38,7.6605826935203325
35,4.4,1,Medium ,36,13.583086214829478
24,4.1,1,Jam ,36,17.07866549839683
32,4.4,1,Jam ,50,10.906065218488918
38,4.7,1,Low ,24,11.923472540363216
30,4.4,2,Jam ,40,16.853347148168254
24,4.8,1,Jam ,26,19.36770197217292
32,4.7,1,Jam ,27,8.938685874216494
20,4.8,1,Jam ,28,12.294187491320823
24,4.8,1,Low ,24,16.72254842086674
27,4.7,1,Jam ,27,19.36770197217292
24,4.6,1,Jam ,24,4.610405795666957
39,4.1,1,Low ,34,13.9688420219815
36,4.6,1,Low ,29,9.363795317580204
38,4.7,1,Jam ,43,16.722534467284902
22,4.1,1,Jam ,33,10.906042243037463
25,4.5,1,Low ,22,13.972123977196553
26,4.8,1,Jam ,31,14.022096082829464
30,4.5,1,Jam ,27,8.936297424687357
24,4.7,1,Low ,16,9.07534450207549
30,4.2,1,Jam ,36,17.097925435309556
22,4.9,1,Low ,15,9.122016850345572
32,4.7,1,Jam ,27,7.683808718198486
23,4.6,1,Low ,19,7.562980271824754
29,4.8,1,Medium ,26,12.420728618637447
24,4.2,2,Medium ,39,10.595312676764202
36,4.3,1,Jam ,31,7.601368937453503
20,4.5,1,Medium ,16,13.681631975439153
23,4.6,1,Low ,20,12.161016218726632
28,4.6,1,Jam ,20,19.65985148218381
33,4.7,1,Jam ,33,4.469166523512608
36,4.0,1,Jam ,43,10.642283429594023
29,4.9,1,Jam ,24,9.220397882627973
36,4.4,2,Low ,39,12.237791614953776
24,4.9,1,Medium ,28,12.292599798169208
35,4.3,1,Jam ,34,4.590771504304922
27,4.0,1,Low ,21,9.326602961224689
28,4.7,1,Low ,19,4.464808750418709
38,4.4,1,Jam ,35,17.13752759388598
31,4.7,1,Jam ,42,12.435183278471785
29,4.7,1,Jam ,10,4.657671709622668
38,4.3,1,Low ,40,10.866277542949756
26,4.5,1,Jam ,24,9.314907489130784
35,4.9,1,Low ,20,12.161016218726632
36,4.6,1,Medium ,42,19.839561441914608
29,4.5,1,Jam ,15,13.894095776955655
27,4.6,1,Low ,19,16.412254068459056
33,4.8,1,Medium ,23,11.916679299181896
37,4.2,1,Jam ,41,16.852118690721092
23,4.5,1,Jam ,27,9.219878420844626
39,5.0,1,Low ,22,7.343586911044989
27,4.8,1,Jam ,25,12.420345124534188
30,4.6,2,Jam ,44,10.8650841899079
28,4.5,1,Low ,21,10.602582382752887
35,4.9,1,Jam ,26,9.264648568985493
38,4.7,1,Jam ,44,20.17826723886413
21,4.6,1,Medium ,28,9.326428318380035
39,4.7,2,Jam ,46,16.72128810379679
21,4.3,1,Low ,18,7.646414102841871
35,4.5,1,Jam ,25,9.192770952367509
24,4.5,1,Jam ,27,4.596543327775354
39,4.5,1,Jam ,28,13.789066440788014
23,5.0,2,Jam ,35,10.864870498939617
33,4.9,1,Low ,22,13.40589201844596
25,4.9,1,Jam ,28,10.723989806871954
24,4.9,1,Low ,22,19.35930769560607
35,4.1,1,Jam ,36,9.07462863133455
28,4.0,1,Medium ,32,16.659917302430525
38,4.7,2,Jam ,42,12.073402311702822
23,4.9,1,Medium ,25,4.53765368950546
38,4.9,1,Low ,26,10.868212516909349
36,4.4,2,Jam ,40,19.97416307452358
29,4.9,1,Low ,22,10.721987300565631
35,4.8,1,Medium ,49,11.747199184852647
23,4.6,1,Low ,12,13.18326678638958
33,5.0,3,Jam ,47,13.763977224514544
35,4.9,2,Jam ,34,9.176247492301016
31,4.9,3,Jam ,49,17.076790574938283
38,4.8,1,Low ,28,12.162306145026175
24,4.8,1,Jam ,38,16.852086415566685
21,4.8,2,Jam ,35,9.313691518226694
36,4.2,1,Low ,39,12.073616371291626
29,4.9,1,Medium ,29,16.641014928009927
29,4.8,1,Low ,19,13.68105695896058
33,4.6,1,Jam ,41,12.098714902796072
33,4.2,1,Jam ,44,12.417115998958348
22,4.8,1,Medium ,26,4.658001279175588
24,4.6,1,Low ,28,11.916235157081884
29,4.8,1,Low ,14,13.403654334290668
35,4.9,1,Medium ,34,7.772523200490454
35,4.6,1,Low ,24,8.929086888669556
34,4.6,1,Low ,19,7.562921044698703
37,4.8,1,Medium ,27,7.567723422372621
31,4.9,2,Jam ,51,10.906065218488918
37,4.5,1,Jam ,31,10.64143695498646
24,4.7,1,Jam ,19,10.594021701538034
33,4.6,1,Jam ,27,16.64651510153425
37,4.0,1,Medium ,33,16.72067899260655
24,4.1,1,Jam ,44,20.831167014139865
37,4.9,1,Low ,28,9.326940869442552
36,4.7,1,Low ,15,8.929198703984081
35,4.7,1,Low ,25,7.573467821835647
39,5.0,1,Jam ,45,19.34375628319559
23,4.8,1,Medium ,29,4.610430682960311
24,4.8,1,Jam ,42,19.343610632172044
30,4.4,1,Jam ,33,7.761199672754752
37,4.8,1,Low ,21,13.405500819598236
37,4.4,2,Jam ,37,9.08796550099215
38,5.0,1,Jam ,26,9.34805275073392
37,4.5,1,Jam ,39,10.586541003897874
36,5.0,1,Jam ,28,4.663344842290264
26,4.7,1,Jam ,20,7.546676276968304
32,4.6,1,Low ,19,10.756990051168064
36,4.7,3,Jam ,47,13.97012299827187
39,4.6,1,Jam ,35,13.405918573409515
24,4.2,1,Medium ,33,10.881463659722227
24,4.5,1,Jam ,22,7.45028584570893
38,4.0,1,Jam ,35,9.121036990470722
23,4.9,1,Jam ,31,20.96874893988191
36,4.9,1,Jam ,28,10.602450943105586
37,4.6,1,Low ,17,13.610824622645604
28,4.7,1,Jam ,27,20.18263448828905
24,4.9,1,Jam ,21,9.075228438371662
35,4.3,1,Jam ,44,13.830779933027188
21,4.7,1,Jam ,22,10.594842178627715
37,4.3,2,Jam ,47,16.83046129449007
38,4.8,1,Jam ,44,13.613850325912344
20,4.5,1,Jam ,15,7.448318246646345
31,4.5,1,Jam ,38,12.435806041107671
22,4.6,1,Jam ,23,20.253058592070666
34,4.0,1,Jam ,33,9.121491544261191
34,4.8,1,Low ,29,10.868838189937255
33,4.5,1,Low ,26,10.5871137049983
27,4.8,1,Jam ,29,7.762500242138944
33,4.4,1,Jam ,43,10.64105700981346
37,5.0,1,Jam ,42,4.5379227487807965
36,4.2,2,Jam ,43,10.757014337820364
27,4.9,1,Jam ,25,7.448627554372568
29,4.2,1,Jam ,35,16.635518179553937
28,4.9,1,Low ,28,13.76389621084894
26,4.9,1,Jam ,13,7.490149938270046
23,4.9,1,Low ,13,8.790255881447937
28,4.7,1,Jam ,27,14.021812012877175
27,4.8,1,Medium ,17,7.448363764933636
31,4.6,1,Low ,29,7.631487331026253
39,4.3,2,Medium ,34,12.11704436873944
22,4.5,1,Jam ,23,4.537640129661987
33,4.9,1,Jam ,29,20.1790330455349
26,4.8,1,Medium ,23,13.829931792278938
29,4.9,1,Jam ,46,13.583068670221184
37,4.9,1,Medium ,34,9.31404419332287
36,4.5,1,Low ,30,8.936297424687357
29,4.6,1,Jam ,18,13.829770499386916
23,4.8,1,Jam ,44,17.078706390698844
29,4.8,1,Jam ,29,4.527917012670671
30,4.1,2,Low ,37,10.906149360852892
38,4.8,1,Jam ,27,10.867421265470902
27,4.9,1,Jam ,27,9.32665135129682
35,4.5,1,Low ,38,20.2854020988044
22,4.7,1,Jam ,44,12.10651131984472
28,5.0,1,Jam ,10,9.176379825671578
23,4.7,1,Jam ,43,13.39283379880194
33,4.7,1,Low ,21,13.735884617673731
32,4.6,1,Medium ,42,12.435540495267302
37,4.7,1,Medium ,30,7.80333853360532
30,4.8,2,Jam ,42,10.906036621886985
37,4.6,1,Medium ,30,4.560928430389765
31,4.9,1,Medium ,27,12.099251697979918
32,4.9,1,Low ,25,12.293508819309338
25,4.7,1,Jam ,30,9.314908769693815
31,4.7,1,Jam ,27,9.220449826023746
21,4.8,1,Medium ,15,12.256046316036096
21,4.8,1,Low ,24,13.68105695896058
27,4.6,2,Jam ,37,19.91468696556065
34,4.6,1,Low ,42,19.6610196031246
32,4.9,1,Jam ,38,16.721157280671385
36,4.9,1,Jam ,53,10.562878909614245
21,4.6,1,Low ,20,12.09935457437732
21,4.8,1,Jam ,29,20.1790330455349
28,4.9,1,Medium ,35,20.206804295781176
36,4.3,1,Jam ,38,4.595950274763258
36,4.1,1,Medium ,33,4.469193824736561
31,5.0,2,Jam ,36,10.757050667154894
30,4.633987384377571,1,Low ,14,16.72128810379679
27,4.6,1,Medium ,20,20.20593639010851
37,4.7,1,Jam ,29,7.660951720096165
38,4.3,2,Jam ,39,4.537513326182217
36,4.9,1,Jam ,38,13.97000798956149
32,4.9,1,Low ,29,16.721157280671385
39,4.9,2,Medium ,43,20.968415504458605
39,5.0,1,Jam ,26,4.469154959060732
24,5.0,1,Jam ,23,9.193093962937311
36,4.4,1,Medium ,39,16.721976049018803
32,4.8,3,Jam ,51,12.10773449723834
24,4.7,1,Medium ,24,4.476514375016509
29,4.6,1,Jam ,27,10.725127399508883
29,4.7,1,Low ,14,13.409462339368964
33,4.8,2,Jam ,44,19.91059239711732
25,4.9,1,Jam ,29,17.073537690656384
37,4.7,1,Low ,22,4.590771504304922
38,4.5,2,Jam ,46,19.34383090803804
33,4.1,1,Jam ,35,19.88336063131701
39,4.0,1,Jam ,36,9.05602427660432
35,4.0,1,Jam ,41,16.60140833433781
27,4.8,1,Jam ,33,16.60104618926184
34,5.0,1,Jam ,44,13.481108157746336
22,4.7,1,Jam ,25,7.790336733616446
23,5.0,1,Medium ,23,4.674184357792336
31,4.1,1,Jam ,42,12.29378731208076
38,4.6,1,Low ,43,20.252959556705893
23,4.9,1,Low ,29,20.253785359404407
25,4.0,1,Jam ,36,12.419803336882186
23,4.8,1,Jam ,22,19.915971082585223
36,4.6,1,Medium ,25,7.546401421392555
31,5.0,1,Jam ,30,8.987739076308902
25,4.7,1,Jam ,27,9.07542357374812
37,4.1,1,Jam ,35,12.420599246629008
30,4.6,1,Jam ,39,9.061282951983452
37,4.5,1,Jam ,37,20.20642094361828
33,5.0,1,Medium ,33,4.65664902850355
34,4.2,1,Low ,30,7.601870282544973
37,4.7,1,Jam ,27,9.121874253580089
32,4.7,1,Low ,40,10.80810834232844
22,4.2,1,Jam ,31,9.348134176725155
34,4.9,1,Medium ,48,13.771132894840555
24,4.7,1,Medium ,25,17.07287190646893
31,4.0,1,Jam ,31,4.56097502290652
23,4.0,1,Jam ,31,4.636103103907419
35,4.7,1,Low ,29,13.82913165643254
36,4.7,1,Medium ,33,10.427367606264818
26,4.8,1,Medium ,28,7.601265907985424
36,4.8,1,Jam ,29,4.469166523512608
22,4.9,1,Medium ,18,9.34811449228624
32,5.0,1,Medium ,31,12.256421318332093
22,4.6,1,Jam ,41,13.583143866737789
37,4.7,1,Medium ,27,7.763485791844637
39,4.1,1,Jam ,31,9.178296996007994
35,4.3,1,Jam ,33,9.121874081168308
35,4.5,1,Jam ,30,4.6637727624128456
30,4.8,1,Jam ,41,14.022096082829464
38,4.3,3,Low ,43,16.824331819016464
25,4.6,1,Jam ,38,20.28714346503216
37,4.8,1,Medium ,32,4.494246018873773
31,4.2,1,Jam ,40,12.435540495267302
30,4.6,1,Jam ,47,19.688413407656554
34,4.7,1,Medium ,33,9.074821802235206
27,4.7,1,Medium ,18,19.7623822554444
39,4.6,1,Jam ,28,17.13807458850766
30,4.2,1,Jam ,32,10.724879289834991
30,4.7,2,Jam ,36,10.594638144726964
38,4.3,1,Low ,36,19.660943947688445
28,4.8,1,Jam ,27,20.17903332446042
38,4.3,2,Medium ,32,16.85244461318314
23,4.7,1,Medium ,30,12.293207925937727
30,4.7,1,Jam ,51,13.183920916252031
24,4.6,1,Medium ,15,7.772039544818026
38,4.9,1,Low ,44,16.635518179553937
34,4.9,1,Low ,26,7.601265907985424
38,4.1,1,Jam ,47,7.573429885120888
22,4.4,1,Jam ,34,10.906257371759663
36,4.5,1,Medium ,31,10.756955716549797
35,4.5,1,Low ,26,7.448363764933636
